location,Jardim de Belém
lat,38.67469
lon,-9.21349
asl,34.128
variable,Precipitation Total
unit,mm
level,sfc
resolution,hourly
aggregation,None
timestamp,Jardim de Belém Precipitation Total
20240110T0700,0.0
20240110T0800,0.0
20240110T0900,0.0
20240110T1000,0.0
20240110T1100,0.0
20240110T1200,0.0
20240110T1300,0.0
20240110T1400,0.0
20240110T1500,0.0
20240110T1600,0.0
20240110T1700,0.0
20240110T1800,0.0
20240110T1900,0.0
20240110T2000,0.0
20240110T2100,0.0
20240110T2200,0.0
20240110T2300,0.0
20240111T0000,0.0
20240111T0100,0.0
20240111T0200,0.0
20240111T0300,0.0
20240111T0400,0.0
20240111T0500,0.0
20240111T0600,0.0
20240111T0700,0.0
20240111T0800,0.0
20240111T0900,0.0
20240111T1000,0.0
20240111T1100,0.0
20240111T1200,0.0
20240111T1300,0.0
20240111T1400,0.0
20240111T1500,0.0
20240111T1600,0.0
20240111T1700,0.0
20240111T1800,0.0
20240111T1900,0.0
20240111T2000,0.0
20240111T2100,0.0
20240111T2200,0.0
20240111T2300,0.0
20240112T0000,0.0
20240112T0100,0.0
20240112T0200,0.0
20240112T0300,0.0
20240112T0400,0.0
20240112T0500,0.0
20240112T0600,0.0
20240112T0700,0.0
20240112T0800,0.0
20240112T0900,0.0
20240112T1000,0.0
20240112T1100,0.0
20240112T1200,0.0
20240112T1300,0.0
20240112T1400,0.0
20240112T1500,0.0
20240112T1600,0.0
20240112T1700,0.0
20240112T1800,0.0
20240112T1900,0.0
20240112T2000,0.0
20240112T2100,0.0
20240112T2200,0.0
20240112T2300,0.0
20240113T0000,0.0
20240113T0100,0.0
20240113T0200,0.0
20240113T0300,0.0
20240113T0400,0.0
20240113T0500,0.0
20240113T0600,0.0
20240113T0700,0.0
20240113T0800,0.0
20240113T0900,0.0
20240113T1000,0.0
20240113T1100,0.0
20240113T1200,0.2
20240113T1300,0.0
20240113T1400,0.0
20240113T1500,0.0
20240113T1600,0.0
20240113T1700,0.0
20240113T1800,0.0
20240113T1900,0.0
20240113T2000,0.0
20240113T2100,0.0
20240113T2200,0.0
20240113T2300,0.0
20240114T0000,0.0
20240114T0100,0.0
20240114T0200,0.0
20240114T0300,0.0
20240114T0400,0.0
20240114T0500,0.0
20240114T0600,0.0
20240114T0700,0.3
20240114T0800,1.3
20240114T0900,0.8
20240114T1000,0.6
20240114T1100,0.3
20240114T1200,0.0
20240114T1300,0.0
20240114T1400,0.0
20240114T1500,0.0
20240114T1600,0.0
20240114T1700,0.0
20240114T1800,0.0
20240114T1900,0.0
20240114T2000,0.0
20240114T2100,0.0
20240114T2200,0.1
20240114T2300,0.0
20240115T0000,0.0
20240115T0100,0.0
20240115T0200,0.0
20240115T0300,0.0
20240115T0400,0.0
20240115T0500,0.0
20240115T0600,0.0
20240115T0700,0.0
20240115T0800,0.1
20240115T0900,0.0
20240115T1000,0.0
20240115T1100,0.1
20240115T1200,0.0
20240115T1300,0.0
20240115T1400,0.1
20240115T1500,0.0
20240115T1600,0.1
20240115T1700,0.2
20240115T1800,0.1
20240115T1900,0.1
20240115T2000,0.0
20240115T2100,0.1
20240115T2200,0.1
20240115T2300,0.2
20240116T0000,0.1
20240116T0100,0.1
20240116T0200,0.1
20240116T0300,0.0
20240116T0400,0.0
20240116T0500,0.0
20240116T0600,0.0
20240116T0700,0.0
20240116T0800,0.0
20240116T0900,0.0
20240116T1000,0.0
20240116T1100,0.0
20240116T1200,0.0
20240116T1300,0.0
20240116T1400,0.0
20240116T1500,0.0
20240116T1600,0.4
20240116T1700,0.0
20240116T1800,0.0
20240116T1900,0.1
20240116T2000,0.3
20240116T2100,0.6
20240116T2200,1.4
20240116T2300,3.2
20240117T0000,3.9
20240117T0100,1.0
20240117T0200,0.2
20240117T0300,0.1
20240117T0400,0.1
20240117T0500,0.3
20240117T0600,1.1
20240117T0700,1.9
20240117T0800,0.6
20240117T0900,0.0
20240117T1000,0.0
20240117T1100,0.2
20240117T1200,0.0
20240117T1300,0.0
20240117T1400,0.0
20240117T1500,0.0
20240117T1600,0.0
20240117T1700,0.2
20240117T1800,0.2
20240117T1900,0.3
20240117T2000,0.4
20240117T2100,0.3
20240117T2200,0.2
20240117T2300,0.2
20240118T0000,0.2
20240118T0100,0.2
20240118T0200,0.2
20240118T0300,0.1
20240118T0400,0.1
20240118T0500,0.2
20240118T0600,0.0
20240118T0700,0.0
20240118T0800,0.0
20240118T0900,0.0
20240118T1000,0.0
20240118T1100,0.0
20240118T1200,0.0
20240118T1300,0.1
20240118T1400,0.6
20240118T1500,1.0
20240118T1600,0.9
20240118T1700,2.5
20240118T1800,7.1
20240118T1900,7.9
20240118T2000,11.2
20240118T2100,8.1
20240118T2200,6.6
20240118T2300,6.4
20240119T0000,1.9
20240119T0100,0.2
20240119T0200,0.3
20240119T0300,0.1
20240119T0400,0.0
20240119T0500,0.0
20240119T0600,0.0
20240119T0700,0.0
20240119T0800,0.0
20240119T0900,0.0
20240119T1000,0.0
20240119T1100,0.0
20240119T1200,0.0
20240119T1300,0.0
20240119T1400,0.0
20240119T1500,0.0
20240119T1600,0.0
20240119T1700,0.0
20240119T1800,0.0
20240119T1900,0.0
20240119T2000,0.0
20240119T2100,0.0
20240119T2200,0.0
20240119T2300,0.0
20240120T0000,0.0
20240120T0100,0.0
20240120T0200,0.0
20240120T0300,0.0
20240120T0400,0.0
20240120T0500,0.0
20240120T0600,0.0
20240120T0700,0.0
20240120T0800,0.0
20240120T0900,0.0
20240120T1000,0.0
20240120T1100,0.0
20240120T1200,0.0
20240120T1300,0.0
20240120T1400,0.0
20240120T1500,0.0
20240120T1600,0.0
20240120T1700,0.0
20240120T1800,0.0
20240120T1900,0.0
20240120T2000,0.0
20240120T2100,0.0
20240120T2200,0.0
20240120T2300,0.0
20240121T0000,0.0
20240121T0100,0.0
20240121T0200,0.0
20240121T0300,0.0
20240121T0400,0.0
20240121T0500,0.0
20240121T0600,0.0
20240121T0700,0.0
20240121T0800,0.0
20240121T0900,0.0
20240121T1000,0.0
20240121T1100,0.0
20240121T1200,0.0
20240121T1300,0.0
20240121T1400,0.0
20240121T1500,0.0
20240121T1600,0.0
20240121T1700,0.0
20240121T1800,0.0
20240121T1900,0.0
20240121T2000,0.0
20240121T2100,0.0
20240121T2200,0.0
20240121T2300,0.0
20240122T0000,0.0
20240122T0100,0.0
20240122T0200,0.0
20240122T0300,0.0
20240122T0400,0.0
20240122T0500,0.0
20240122T0600,0.0
20240122T0700,0.0
20240122T0800,0.0
20240122T0900,0.0
20240122T1000,0.0
20240122T1100,0.0
20240122T1200,0.0
20240122T1300,0.0
20240122T1400,0.0
20240122T1500,0.0
20240122T1600,0.0
20240122T1700,0.0
20240122T1800,0.0
20240122T1900,0.0
20240122T2000,0.0
20240122T2100,0.0
20240122T2200,0.0
20240122T2300,0.0
20240123T0000,0.0
20240123T0100,0.0
20240123T0200,0.0
20240123T0300,0.0
20240123T0400,0.0
20240123T0500,0.0
20240123T0600,0.0
20240123T0700,0.0
20240123T0800,0.0
20240123T0900,0.0
20240123T1000,0.0
20240123T1100,0.0
20240123T1200,0.0
20240123T1300,0.0
20240123T1400,0.0
20240123T1500,0.0
20240123T1600,0.0
20240123T1700,0.0
20240123T1800,0.0
20240123T1900,0.0
20240123T2000,0.0
20240123T2100,0.0
20240123T2200,0.0
20240123T2300,0.0
20240124T0000,0.0
20240124T0100,0.0
20240124T0200,0.0
20240124T0300,0.0
20240124T0400,0.0
20240124T0500,0.0
20240124T0600,0.0
20240124T0700,0.0
20240124T0800,0.0
20240124T0900,0.0
20240124T1000,0.0
20240124T1100,0.0
20240124T1200,0.0
20240124T1300,0.0
20240124T1400,0.0
20240124T1500,0.0
20240124T1600,0.0
20240124T1700,0.0
20240124T1800,0.0
20240124T1900,0.0
20240124T2000,0.0
20240124T2100,0.0
20240124T2200,0.0
20240124T2300,0.0
20240125T0000,0.0
20240125T0100,0.0
20240125T0200,0.0
20240125T0300,0.0
20240125T0400,0.0
20240125T0500,0.0
20240125T0600,0.0
20240125T0700,0.0
20240125T0800,0.0
20240125T0900,0.0
20240125T1000,0.0
20240125T1100,0.0
20240125T1200,0.0
20240125T1300,0.0
20240125T1400,0.0
20240125T1500,0.0
20240125T1600,0.0
20240125T1700,0.0
20240125T1800,0.0
20240125T1900,0.0
20240125T2000,0.0
20240125T2100,0.0
20240125T2200,0.0
20240125T2300,0.0
20240126T0000,0.0
20240126T0100,0.0
20240126T0200,0.0
20240126T0300,0.0
20240126T0400,0.0
20240126T0500,0.0
20240126T0600,0.0
20240126T0700,0.0
20240126T0800,0.0
20240126T0900,0.0
20240126T1000,0.0
20240126T1100,0.0
20240126T1200,0.0
20240126T1300,0.0
20240126T1400,0.0
20240126T1500,0.0
20240126T1600,0.0
20240126T1700,0.0
20240126T1800,0.0
20240126T1900,0.0
20240126T2000,0.0
20240126T2100,0.0
20240126T2200,0.0
20240126T2300,0.0
20240127T0000,0.0
20240127T0100,0.0
20240127T0200,0.0
20240127T0300,0.0
20240127T0400,0.0
20240127T0500,0.0
20240127T0600,0.0
20240127T0700,0.0
20240127T0800,0.0
20240127T0900,0.0
20240127T1000,0.0
20240127T1100,0.0
20240127T1200,0.0
20240127T1300,0.0
20240127T1400,0.0
20240127T1500,0.0
20240127T1600,0.0
20240127T1700,0.0
20240127T1800,0.0
20240127T1900,0.0
20240127T2000,0.0
20240127T2100,0.0
20240127T2200,0.0
20240127T2300,0.1
20240128T0000,0.1
20240128T0100,0.0
20240128T0200,0.0
20240128T0300,0.0
20240128T0400,0.0
20240128T0500,0.0
20240128T0600,0.0
20240128T0700,0.0
20240128T0800,0.0
20240128T0900,0.0
20240128T1000,0.0
20240128T1100,0.0
20240128T1200,0.0
20240128T1300,0.0
20240128T1400,0.0
20240128T1500,0.0
20240128T1600,0.0
20240128T1700,0.0
20240128T1800,0.0
20240128T1900,0.0
20240128T2000,0.0
20240128T2100,0.0
20240128T2200,0.0
20240128T2300,0.0
20240129T0000,0.0
20240129T0100,0.0
20240129T0200,0.0
20240129T0300,0.0
20240129T0400,0.0
20240129T0500,0.0
20240129T0600,0.0
20240129T0700,0.0
20240129T0800,0.0
20240129T0900,0.0
20240129T1000,0.0
20240129T1100,0.0
20240129T1200,0.0
20240129T1300,0.0
20240129T1400,0.0
20240129T1500,0.0
20240129T1600,0.0
20240129T1700,0.0
20240129T1800,0.0
20240129T1900,0.0
20240129T2000,0.0
20240129T2100,0.0
20240129T2200,0.0
20240129T2300,0.0
20240130T0000,0.0
20240130T0100,0.0
20240130T0200,0.0
20240130T0300,0.0
20240130T0400,0.0
20240130T0500,0.0
20240130T0600,0.0
20240130T0700,0.0
20240130T0800,0.0
20240130T0900,0.0
20240130T1000,0.0
20240130T1100,0.0
20240130T1200,0.0
20240130T1300,0.0
20240130T1400,0.0
20240130T1500,0.0
20240130T1600,0.0
20240130T1700,0.0
20240130T1800,0.0
20240130T1900,0.0
20240130T2000,0.0
20240130T2100,0.0
20240130T2200,0.0
20240130T2300,0.0
20240131T0000,0.0
20240131T0100,0.0
20240131T0200,0.0
20240131T0300,0.0
20240131T0400,0.0
20240131T0500,0.0
20240131T0600,0.0
20240131T0700,0.0
20240131T0800,0.0
20240131T0900,0.0
20240131T1000,0.0
20240131T1100,0.0
20240131T1200,0.0
20240131T1300,0.0
20240131T1400,0.0
20240131T1500,0.0
20240131T1600,0.0
20240131T1700,0.0
20240131T1800,0.0
20240131T1900,0.0
20240131T2000,0.0
20240131T2100,0.0
20240131T2200,0.0
20240131T2300,0.0
20240201T0000,0.0
20240201T0100,0.0
20240201T0200,0.0
20240201T0300,0.0
20240201T0400,0.0
20240201T0500,0.0
20240201T0600,0.0
20240201T0700,0.0
20240201T0800,0.0
20240201T0900,0.0
20240201T1000,0.0
20240201T1100,0.0
20240201T1200,0.0
20240201T1300,0.0
20240201T1400,0.0
20240201T1500,0.0
20240201T1600,0.0
20240201T1700,0.0
20240201T1800,0.0
20240201T1900,0.0
20240201T2000,0.0
20240201T2100,0.0
20240201T2200,0.0
20240201T2300,0.0
20240202T0000,0.0
20240202T0100,0.0
20240202T0200,0.0
20240202T0300,0.0
20240202T0400,0.0
20240202T0500,0.0
20240202T0600,0.0
20240202T0700,0.0
20240202T0800,0.0
20240202T0900,0.0
20240202T1000,0.0
20240202T1100,0.0
20240202T1200,0.0
20240202T1300,0.0
20240202T1400,0.0
20240202T1500,0.0
20240202T1600,0.0
20240202T1700,0.0
20240202T1800,0.0
20240202T1900,0.0
20240202T2000,0.0
20240202T2100,0.0
20240202T2200,0.0
20240202T2300,0.0
20240203T0000,0.0
20240203T0100,0.0
20240203T0200,0.0
20240203T0300,0.0
20240203T0400,0.0
20240203T0500,0.0
20240203T0600,0.0
20240203T0700,0.0
20240203T0800,0.0
20240203T0900,0.0
20240203T1000,0.0
20240203T1100,0.0
20240203T1200,0.0
20240203T1300,0.0
20240203T1400,0.0
20240203T1500,0.0
20240203T1600,0.0
20240203T1700,0.0
20240203T1800,0.0
20240203T1900,0.0
20240203T2000,0.0
20240203T2100,0.0
20240203T2200,0.0
20240203T2300,0.0
20240204T0000,0.0
20240204T0100,0.0
20240204T0200,0.0
20240204T0300,0.0
20240204T0400,0.0
20240204T0500,0.0
20240204T0600,0.0
20240204T0700,0.0
20240204T0800,0.0
20240204T0900,0.0
20240204T1000,0.0
20240204T1100,0.0
20240204T1200,0.0
20240204T1300,0.0
20240204T1400,0.0
20240204T1500,0.0
20240204T1600,0.0
20240204T1700,0.0
20240204T1800,0.0
20240204T1900,0.0
20240204T2000,0.0
20240204T2100,0.0
20240204T2200,0.0
20240204T2300,0.0
20240205T0000,0.0
20240205T0100,0.0
20240205T0200,0.0
20240205T0300,0.0
20240205T0400,0.0
20240205T0500,0.0
20240205T0600,0.0
20240205T0700,0.0
20240205T0800,0.0
20240205T0900,0.0
20240205T1000,0.0
20240205T1100,0.0
20240205T1200,0.0
20240205T1300,0.0
20240205T1400,0.0
20240205T1500,0.0
20240205T1600,0.0
20240205T1700,0.0
20240205T1800,0.0
20240205T1900,0.0
20240205T2000,0.0
20240205T2100,0.0
20240205T2200,0.0
20240205T2300,0.0
20240206T0000,0.0
20240206T0100,0.0
20240206T0200,0.0
20240206T0300,0.0
20240206T0400,0.0
20240206T0500,0.0
20240206T0600,0.0
20240206T0700,0.0
20240206T0800,0.0
20240206T0900,0.0
20240206T1000,0.0
20240206T1100,0.0
20240206T1200,0.0
20240206T1300,0.0
20240206T1400,0.0
20240206T1500,0.0
20240206T1600,0.0
20240206T1700,0.0
20240206T1800,0.0
20240206T1900,0.0
20240206T2000,0.0
20240206T2100,0.0
20240206T2200,0.0
20240206T2300,0.0
20240207T0000,0.0
20240207T0100,0.0
20240207T0200,0.0
20240207T0300,0.0
20240207T0400,0.0
20240207T0500,0.0
20240207T0600,0.0
20240207T0700,0.0
20240207T0800,0.0
20240207T0900,0.0
20240207T1000,0.0
20240207T1100,0.0
20240207T1200,0.0
20240207T1300,0.0
20240207T1400,0.0
20240207T1500,0.0
20240207T1600,0.0
20240207T1700,0.0
20240207T1800,0.0
20240207T1900,0.0
20240207T2000,0.0
20240207T2100,0.0
20240207T2200,0.0
20240207T2300,0.0
20240208T0000,0.0
20240208T0100,0.0
20240208T0200,0.0
20240208T0300,0.0
20240208T0400,0.0
20240208T0500,0.0
20240208T0600,0.0
20240208T0700,0.0
20240208T0800,0.0
20240208T0900,0.0
20240208T1000,0.0
20240208T1100,0.0
20240208T1200,1.0
20240208T1300,1.4
20240208T1400,2.9
20240208T1500,5.2
20240208T1600,3.6
20240208T1700,2.5
20240208T1800,2.5
20240208T1900,0.5
20240208T2000,0.3
20240208T2100,0.6
20240208T2200,0.9
20240208T2300,0.6
20240209T0000,0.6
20240209T0100,1.3
20240209T0200,0.8
20240209T0300,0.2
20240209T0400,0.5
20240209T0500,0.7
20240209T0600,0.7
20240209T0700,0.6
20240209T0800,0.9
20240209T0900,1.6
20240209T1000,1.4
20240209T1100,0.8
20240209T1200,0.7
20240209T1300,0.1
20240209T1400,0.0
20240209T1500,0.0
20240209T1600,0.2
20240209T1700,0.1
20240209T1800,0.0
20240209T1900,0.0
20240209T2000,0.0
20240209T2100,0.0
20240209T2200,0.0
20240209T2300,0.0
20240210T0000,0.0
20240210T0100,0.0
20240210T0200,0.0
20240210T0300,0.0
20240210T0400,0.0
20240210T0500,0.0
20240210T0600,0.0
20240210T0700,0.0
20240210T0800,0.0
20240210T0900,0.0
20240210T1000,0.0
20240210T1100,0.0
20240210T1200,0.0
20240210T1300,0.0
20240210T1400,0.0
20240210T1500,0.0
20240210T1600,0.0
20240210T1700,0.0
20240210T1800,0.0
20240210T1900,0.0
20240210T2000,0.0
20240210T2100,0.0
20240210T2200,0.0
20240210T2300,0.0
20240211T0000,0.0
20240211T0100,0.0
20240211T0200,0.0
20240211T0300,0.0
20240211T0400,0.0
20240211T0500,0.0
20240211T0600,0.3
20240211T0700,0.3
20240211T0800,1.5
20240211T0900,4.2
20240211T1000,3.5
20240211T1100,2.8
20240211T1200,0.5
20240211T1300,0.2
20240211T1400,0.1
20240211T1500,0.0
20240211T1600,0.0
20240211T1700,0.0
20240211T1800,0.1
20240211T1900,0.1
20240211T2000,0.0
20240211T2100,0.3
20240211T2200,0.5
20240211T2300,0.7
20240212T0000,0.6
20240212T0100,0.6
20240212T0200,0.5
20240212T0300,0.0
20240212T0400,0.0
20240212T0500,0.0
20240212T0600,0.0
20240212T0700,0.0
20240212T0800,0.0
20240212T0900,0.0
20240212T1000,0.0
20240212T1100,0.0
20240212T1200,0.0
20240212T1300,0.0
20240212T1400,0.0
20240212T1500,0.0
20240212T1600,0.0
20240212T1700,0.0
20240212T1800,0.0
20240212T1900,0.0
20240212T2000,0.0
20240212T2100,0.0
20240212T2200,0.0
20240212T2300,0.5
20240213T0000,0.1
20240213T0100,0.0
20240213T0200,0.0
20240213T0300,0.1
20240213T0400,0.1
20240213T0500,0.1
20240213T0600,0.1
20240213T0700,0.1
20240213T0800,0.0
20240213T0900,0.0
20240213T1000,0.0
20240213T1100,0.0
20240213T1200,0.0
20240213T1300,0.0
20240213T1400,0.0
20240213T1500,0.0
20240213T1600,0.0
20240213T1700,0.0
20240213T1800,0.0
20240213T1900,0.0
20240213T2000,0.0
20240213T2100,0.0
20240213T2200,0.0
20240213T2300,0.0
20240214T0000,0.0
20240214T0100,0.0
20240214T0200,0.0
20240214T0300,0.0
20240214T0400,0.0
20240214T0500,0.0
20240214T0600,0.0
20240214T0700,0.0
20240214T0800,0.0
20240214T0900,0.0
20240214T1000,0.0
20240214T1100,0.0
20240214T1200,0.0
20240214T1300,0.0
20240214T1400,0.0
20240214T1500,0.0
20240214T1600,0.0
20240214T1700,0.0
20240214T1800,0.0
20240214T1900,0.0
20240214T2000,0.0
20240214T2100,0.0
20240214T2200,0.0
20240214T2300,0.0
20240215T0000,0.0
20240215T0100,0.0
20240215T0200,0.0
20240215T0300,0.1
20240215T0400,0.1
20240215T0500,0.1
20240215T0600,0.0
20240215T0700,0.1
20240215T0800,2.1
20240215T0900,0.2
20240215T1000,0.0
20240215T1100,0.0
20240215T1200,0.0
20240215T1300,0.0
20240215T1400,0.0
20240215T1500,0.0
20240215T1600,0.0
20240215T1700,0.0
20240215T1800,0.0
20240215T1900,0.0
20240215T2000,0.0
20240215T2100,0.0
20240215T2200,0.0
20240215T2300,0.0
20240216T0000,0.0
20240216T0100,0.0
20240216T0200,0.0
20240216T0300,0.0
20240216T0400,0.0
20240216T0500,0.0
20240216T0600,0.0
20240216T0700,0.0
20240216T0800,0.0
20240216T0900,0.0
20240216T1000,0.0
20240216T1100,0.0
20240216T1200,0.0
20240216T1300,0.0
20240216T1400,0.0
20240216T1500,0.0
20240216T1600,0.0
20240216T1700,0.0
20240216T1800,0.0
20240216T1900,0.0
20240216T2000,0.0
20240216T2100,0.0
20240216T2200,0.0
20240216T2300,0.0
20240217T0000,0.0
20240217T0100,0.0
20240217T0200,0.0
20240217T0300,0.0
20240217T0400,0.0
20240217T0500,0.0
20240217T0600,0.0
20240217T0700,0.0
20240217T0800,0.0
20240217T0900,0.0
20240217T1000,0.0
20240217T1100,0.0
20240217T1200,0.0
20240217T1300,0.0
20240217T1400,0.0
20240217T1500,0.0
20240217T1600,0.0
20240217T1700,0.0
20240217T1800,0.0
20240217T1900,0.0
20240217T2000,0.0
20240217T2100,0.0
20240217T2200,0.0
20240217T2300,0.0
20240218T0000,0.0
20240218T0100,0.0
20240218T0200,0.0
20240218T0300,0.0
20240218T0400,0.0
20240218T0500,0.0
20240218T0600,0.0
20240218T0700,0.0
20240218T0800,0.0
20240218T0900,0.0
20240218T1000,0.0
20240218T1100,0.0
20240218T1200,0.0
20240218T1300,0.0
20240218T1400,0.0
20240218T1500,0.0
20240218T1600,0.0
20240218T1700,0.0
20240218T1800,0.0
20240218T1900,0.0
20240218T2000,0.0
20240218T2100,0.0
20240218T2200,0.0
20240218T2300,0.0
20240219T0000,0.0
20240219T0100,0.0
20240219T0200,0.0
20240219T0300,0.0
20240219T0400,0.0
20240219T0500,0.0
20240219T0600,0.0
20240219T0700,0.0
20240219T0800,0.0
20240219T0900,0.0
20240219T1000,0.0
20240219T1100,0.0
20240219T1200,0.0
20240219T1300,0.0
20240219T1400,0.0
20240219T1500,0.0
20240219T1600,0.0
20240219T1700,0.0
20240219T1800,0.0
20240219T1900,0.0
20240219T2000,0.0
20240219T2100,0.0
20240219T2200,0.0
20240219T2300,0.0
20240220T0000,0.0
20240220T0100,0.0
20240220T0200,0.0
20240220T0300,0.0
20240220T0400,0.0
20240220T0500,0.0
20240220T0600,0.0
20240220T0700,0.0
20240220T0800,0.0
20240220T0900,0.0
20240220T1000,0.0
20240220T1100,0.0
20240220T1200,0.0
20240220T1300,0.0
20240220T1400,0.0
20240220T1500,0.0
20240220T1600,0.0
20240220T1700,0.0
20240220T1800,0.0
20240220T1900,0.0
20240220T2000,0.0
20240220T2100,0.0
20240220T2200,0.0
20240220T2300,0.0
20240221T0000,0.0
20240221T0100,0.0
20240221T0200,0.0
20240221T0300,0.0
20240221T0400,0.0
20240221T0500,0.0
20240221T0600,0.0
20240221T0700,0.0
20240221T0800,0.0
20240221T0900,0.0
20240221T1000,0.0
20240221T1100,0.0
20240221T1200,0.0
20240221T1300,0.0
20240221T1400,0.0
20240221T1500,0.0
20240221T1600,0.0
20240221T1700,0.0
20240221T1800,0.0
20240221T1900,0.0
20240221T2000,0.0
20240221T2100,0.0
20240221T2200,0.0
20240221T2300,0.0
20240222T0000,0.0
20240222T0100,0.0
20240222T0200,0.0
20240222T0300,0.0
20240222T0400,0.0
20240222T0500,0.0
20240222T0600,0.0
